id_point_annee,point,carre,longitude_grid_wgs84,latitude_grid_wgs84,qualite_inventaire_stoc,Alauda_arvensis,Anthus_trivialis,Carduelis_cannabina,Carduelis_carduelis,Carduelis_chloris,Certhia_brachydactyla,Columba_palumbus,Corvus_corone,Cyanistes_caeruleus,Dendrocopos_major,Emberiza_cirlus,Emberiza_citrinella,Erithacus_rubecula,Fringilla_coelebs,Garrulus_glandarius,Hippolais_polyglotta,Hirundo_rustica,Luscinia_megarhynchos,Motacilla_alba,Parus_major,Passer_domesticus,Periparus_ater,Phoenicurus_ochruros,Phylloscopus_collybita,Pica_pica,Picus_viridis,Prunella_modularis,Regulus_ignicapilla,Saxicola_rubicola,Serinus_serinus,Sitta_europaea,Streptopelia_decaocto,Streptopelia_turtur,Sturnus_vulgaris,Sylvia_atricapilla,Sylvia_communis,Troglodytes_troglodytes,Turdus_merula,Turdus_philomelos,Turdus_viscivorus,Habitat_V2,test$shape_df.short_name,Total,Landscape.PCA1,Landscape.PCA2,Landscape.PCA3,Landscape.PCA4,seqnum,hex_area,CLC,CHELSA_tas,CHELSA_spi12
2018351534P04,351534P04,351534,-1.8173667187,47.825223279,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,atlantic,17,0.890102423591989,0.0161842949713072,1.14841480288718,-0.717373713160445,637861,95977942.1340911,21,8.59730533211531,-273.459703091376
2018351534P05,351534P05,351534,-1.8173667187,47.825223279,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,atlantic,9,0.852912385008243,0.0578250591347661,1.15421245350241,-0.667627193020764,637861,95977942.1340911,21,8.59730533211531,-273.459703091376
2018351534P06,351534P06,351534,-1.8173667187,47.825223279,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,atlantic,31,0.757058494976969,0.0963020897151868,1.14633595050568,-0.607023316096389,637861,95977942.1340911,21,8.59730533211531,-273.459703091376
2018351534P07,351534P07,351534,-1.8173667187,47.825223279,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,atlantic,24,0.708945326798585,0.0725191833448267,1.17424482182573,-0.586463096159913,637861,95977942.1340911,21,8.59730533211531,-273.459703091376
2018351534P08,351534P08,351534,-1.8173667187,47.825223279,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,atlantic,23,0.510533731058949,0.0394017972612059,1.14512336277174,-0.503559377374928,637861,95977942.1340911,21,8.59730533211531,-273.459703091376
2018351534P09,351534P09,351534,-1.8173667187,47.825223279,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,atlantic,21,0.676877225694571,0.298126171025223,1.22570044701751,-0.447322461459712,637132,95977942.1421299,21,8.45602469846427,-273.30951497641
2018351534P10,351534P10,351534,-1.8173667187,47.825223279,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,atlantic,17,0.770642606060985,0.589321150948575,1.23863969520524,-0.386062639237862,637132,95977942.1421299,21,8.45602469846427,-273.30951497641
2018351591P01,351591P01,351591,-1.9211541886,47.7854518465,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,atlantic,32,-0.383897415879112,0.00369313457307011,1.27991721089876,0.239851844951485,637860,95977942.1397954,21,8.61325309937259,-273.446267369282
2018351591P02,351591P02,351591,-1.9211541886,47.7854518465,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,atlantic,11,-0.550300492770697,0.0575552019349357,1.33847759900341,0.353892344452254,637861,95977942.1340911,21,8.59730533211531,-273.459703091376
2018351591P03,351591P03,351591,-1.9211541886,47.7854518465,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,atlantic,35,-0.560718922160897,0.0357727396173595,1.23549124183324,0.407558512631106,637861,95977942.1340911,21,8.59730533211531,-273.459703091376
2018351591P04,351591P04,351591,-1.9211541886,47.7854518465,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,atlantic,13,-0.616744691218097,0.0685785124193889,1.21619982998245,0.393082563507926,637861,95977942.1340911,21,8.59730533211531,-273.459703091376
2018351591P05,351591P05,351591,-1.9211541886,47.7854518465,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,atlantic,15,-0.559236918436259,0.0955118424242958,1.35501013314229,0.220631658103498,637861,95977942.1340911,21,8.59730533211531,-273.459703091376
2018351591P06,351591P06,351591,-1.9211541886,47.7854518465,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,atlantic,14,-0.574852606583978,0.104823938586698,1.26341975699154,0.174107475241829,637861,95977942.1340911,21,8.59730533211531,-273.459703091376
2018351591P07,351591P07,351591,-1.9211541886,47.7854518465,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,atlantic,4,-0.561579975621804,0.0880322907647247,1.18171855139611,0.143822844013577,637861,95977942.1340911,21,8.59730533211531,-273.459703091376
2018351591P08,351591P08,351591,-1.9211541886,47.7854518465,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,atlantic,16,-0.789783081272446,0.184307503114558,1.09873662697046,0.191608637591883,637861,95977942.1340911,21,8.59730533211531,-273.459703091376
2018351591P09,351591P09,351591,-1.9211541886,47.7854518465,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,atlantic,8,-0.534531857658238,0.0900072506757612,1.29610960928677,0.162660338927524,637860,95977942.1397954,21,8.61325309937259,-273.446267369282
2018351591P10,351591P10,351591,-1.9211541886,47.7854518465,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,atlantic,10,-0.481040343516608,0.0623347188096831,1.30218198160772,0.0496181678971652,637860,95977942.1397954,21,8.61325309937259,-273.446267369282
2018351640P01,351640P01,351640,-1.8649995838,47.7514644327,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,atlantic,13,-0.834673731946742,0.200528609268732,0.795354803346064,-0.327930486624257,637861,95977942.1340911,21,8.59730533211531,-273.459703091376
2018351640P02,351640P02,351640,-1.8649995838,47.7514644327,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,atlantic,19,-0.676128389908107,0.392946726981304,0.670617174714027,-0.448538654355212,637861,95977942.1340911,21,8.59730533211531,-273.459703091376
2018351640P03,351640P03,351640,-1.8649995838,47.7514644327,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,atlantic,14,-0.762107937882841,0.280710131077103,0.824587964359279,-0.351737668117436,637861,95977942.1340911,21,8.59730533211531,-273.459703091376
2018351640P04,351640P04,351640,-1.8649995838,47.7514644327,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,atlantic,19,-0.856014498535254,0.181355959130755,0.953983046210349,-0.230252434378981,637861,95977942.1340911,21,8.59730533211531,-273.459703091376
2018351640P05,351640P05,351640,-1.8649995838,47.7514644327,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,atlantic,9,-0.713354062580746,0.285480644978783,0.811770106892701,-0.363828592277363,637861,95977942.1340911,21,8.59730533211531,-273.459703091376
2018351640P06,351640P06,351640,-1.8649995838,47.7514644327,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,atlantic,24,-0.543585071339475,0.483031692534124,0.714110409481017,-0.450005792686868,637861,95977942.1340911,21,8.59730533211531,-273.459703091376
2018351640P07,351640P07,351640,-1.8649995838,47.7514644327,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,atlantic,15,-0.86285276147358,0.189618702445814,0.970646578894106,-0.21797883029899,638590,95977942.126144,24,8.71071252368745,-273.550712585449
2018351640P08,351640P08,351640,-1.8649995838,47.7514644327,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,atlantic,17,-0.717088222470392,0.180641762360287,0.881163583349137,-0.376983870780274,638590,95977942.126144,24,8.71071252368745,-273.550712585449
2018351640P09,351640P09,351640,-1.8649995838,47.7514644327,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,atlantic,22,-0.564760905763464,0.357115867650533,0.760532107619336,-0.4425436908389,637861,95977942.1340911,21,8.59730533211531,-273.459703091376
2018351640P10,351640P10,351640,-1.8649995838,47.7514644327,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,atlantic,23,-0.799559274623488,0.177640354068148,0.916651969894863,-0.332534630520626,638590,95977942.126144,24,8.71071252368745,-273.550712585449
2018370024P01,370024P01,370024,0.7270362042,47.6541717871,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,atlantic,18,-1.05651601509852,0.355372191221284,1.31726372286597,0.313622278896256,1064927,95977942.0649939,21,7.76575233864062,-273.096115759647
2018370024P02,370024P02,370024,0.7270362042,47.6541717871,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,atlantic,21,-1.09168935890485,0.360840391461823,1.29369288689403,0.377578628525306,1064927,95977942.0649939,21,7.76575233864062,-273.096115759647
2018370024P03,370024P03,370024,0.7270362042,47.6541717871,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,atlantic,17,-1.07261241101493,0.35141225842751,1.33751849615418,0.39457497301026,1064927,95977942.0649939,21,7.76575233864062,-273.096115759647
2018370024P04,370024P04,370024,0.7270362042,47.6541717871,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,atlantic,3,-1.15012253811968,0.29923139927972,1.41677494979997,0.371500060717402,1064927,95977942.0649939,21,7.76575233864062,-273.096115759647
2018370024P05,370024P05,370024,0.7270362042,47.6541717871,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,atlantic,13,-1.19123774174123,0.26365251824073,1.43438963939422,0.412626611950205,1064927,95977942.0649939,21,7.76575233864062,-273.096115759647
2018370024P06,370024P06,370024,0.7270362042,47.6541717871,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,atlantic,19,-1.08011131340476,0.3359449502824,1.36474593995462,0.306570124186376,1064927,95977942.0649939,21,7.76575233864062,-273.096115759647
2018370024P07,370024P07,370024,0.7270362042,47.6541717871,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,atlantic,18,-1.00604846457487,0.303557958593229,1.25804548117027,0.279334349985459,1064927,95977942.0649939,21,7.76575233864062,-273.096115759647
2018370024P08,370024P08,370024,0.7270362042,47.6541717871,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,atlantic,13,-0.982708790802279,0.289695744126775,1.28401711805767,0.340748097024178,1064927,95977942.0649939,21,7.76575233864062,-273.096115759647
2018370024P09,370024P09,370024,0.7270362042,47.6541717871,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,atlantic,19,-0.967407522520612,0.276048296760728,1.20388767408457,0.253883664615742,1064927,95977942.0649939,21,7.76575233864062,-273.096115759647
2018370024P10,370024P10,370024,0.7270362042,47.6541717871,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,atlantic,11,-0.95920342978607,0.238348448320169,1.21096202588506,0.402896526991723,1064927,95977942.0649939,21,7.76575233864062,-273.096115759647
2018370495P01,370495P01,370495,0.2592436211,47.3588223513,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,atlantic,16,-1.21568392073891,0.186324060037518,-1.20709350926773,-0.0519791507308709,1063463,95977037.5920496,3,8.29181501215155,-273.373149709991
2018370495P02,370495P02,370495,0.2592436211,47.3588223513,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,atlantic,28,-1.133293105081,0.218483263990839,-1.01822762680617,-0.144906564727507,1063463,95977037.5920496,3,8.29181501215155,-273.373149709991
2018370495P03,370495P03,370495,0.2592436211,47.3588223513,0.5,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,atlantic,15,-1.10289873955476,0.247408683067627,-0.957872317575219,-0.17461511662178,1063463,95977037.5920496,3,8.29181501215155,-273.373149709991
2018370495P04,370495P04,370495,0.2592436211,47.3588223513,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,atlantic,11,-1.13428264094519,0.223427451571819,-1.00171169120071,-0.159888686387095,1063463,95977037.5920496,3,8.29181501215155,-273.373149709991
2018370495P05,370495P05,370495,0.2592436211,47.3588223513,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,atlantic,18,-1.14098731042319,0.20499419006132,-1.00168192932823,-0.155225200412448,1063463,95977037.5920496,3,8.29181501215155,-273.373149709991
2018370495P06,370495P06,370495,0.2592436211,47.3588223513,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,atlantic,11,-1.15599931816227,0.172722128112104,-0.9869099379667,-0.163241931558148,1063463,95977037.5920496,3,8.29181501215155,-273.373149709991
2018370495P07,370495P07,370495,0.2592436211,47.3588223513,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,atlantic,14,-1.15980221075875,0.202028791376681,-1.06657332540465,-0.118318049675375,1063463,95977037.5920496,3,8.29181501215155,-273.373149709991
2018370495P08,370495P08,370495,0.2592436211,47.3588223513,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,atlantic,14,-1.1715378194853,0.177203709297424,-1.09046567466071,-0.106400425888554,1063463,95977037.5920496,3,8.29181501215155,-273.373149709991
2018370495P09,370495P09,370495,0.2592436211,47.3588223513,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,atlantic,11,-1.18895025910602,0.214475009261553,-1.25327342276273,-0.0287678020389081,1063463,95977037.5920496,3,8.29181501215155,-273.373149709991
2018370495P10,370495P10,370495,0.2592436211,47.3588223513,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,atlantic,13,-1.15097909497633,0.214728746320363,-1.15161357923439,-0.0844113927010515,1063463,95977037.5920496,3,8.29181501215155,-273.373149709991
2018370567P01,370567P01,370567,0.2077455651,47.3218912275,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,atlantic,15,-0.706997063794389,0.0158794181270773,0.0858772027977809,-0.43779140318725,1063462,95977053.4642814,3,8.45060957931891,-273.382071146151
2018370567P02,370567P02,370567,0.2077455651,47.3218912275,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,atlantic,22,-0.523927860558321,-0.0446174981979885,0.548944877775636,-0.546885227537847,1063462,95977053.4642814,3,8.45060957931891,-273.382071146151
2018370567P03,370567P03,370567,0.2077455651,47.3218912275,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,atlantic,17,-0.486826870173113,-0.0647756356544179,0.599933948733911,-0.543845438651248,1063462,95977053.4642814,3,8.45060957931891,-273.382071146151
2018370567P04,370567P04,370567,0.2077455651,47.3218912275,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,atlantic,16,-0.729975832272063,0.0380868488151606,0.157987197135154,-0.431709452270289,1063462,95977053.4642814,3,8.45060957931891,-273.382071146151
2018370567P05,370567P05,370567,0.2077455651,47.3218912275,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,atlantic,7,-0.855619569023894,0.101699731122108,-0.15926382906049,-0.341395061585078,1063462,95977053.4642814,3,8.45060957931891,-273.382071146151
2018370567P06,370567P06,370567,0.2077455651,47.3218912275,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,atlantic,13,-1.02861084688458,0.181281276836046,-0.637121289668895,-0.22120512517121,1064192,95977942.0192066,3,8.37363800280022,-273.376059607303
2018370567P07,370567P07,370567,0.2077455651,47.3218912275,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,atlantic,12,-0.819197882920906,0.0836801096307489,-0.139659448261171,-0.35996820163745,1063462,95977053.4642814,3,8.45060957931891,-273.382071146151
2018370567P08,370567P08,370567,0.2077455651,47.3218912275,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,atlantic,15,-0.87255031377639,0.254621278703201,-0.564845795920807,-0.249243119503603,1063463,95977037.5920496,3,8.29181501215155,-273.373149709991
2018370567P09,370567P09,370567,0.2077455651,47.3218912275,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,atlantic,17,-0.743134711755466,0.0327503636563955,0.042851421034773,-0.405025506848372,1063462,95977053.4642814,3,8.45060957931891,-273.382071146151
2018370567P10,370567P10,370567,0.2077455651,47.3218912275,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,atlantic,14,-0.934040119117384,0.0758966462225952,-0.45089247424848,-0.286777463567499,1063462,95977053.4642814,3,8.45060957931891,-273.382071146151
2018371118P01,371118P01,371118,0.8222846278,47.1156455426,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,atlantic,12,-0.189747435528601,0.378920548002439,1.39902729035844,-0.0535924775502334,1067110,95977942.0521053,21,8.17605037111224,-273.417759935784
2018371118P02,371118P02,371118,0.8222846278,47.1156455426,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,atlantic,12,-0.305077205323131,0.456036269910342,1.30669522238022,-0.0972365783253834,1067110,95977942.0521053,21,8.17605037111224,-273.417759935784
2018371118P03,371118P03,371118,0.8222846278,47.1156455426,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,atlantic,13,-0.221204543993903,0.522433763261521,1.23667095082342,-0.154389936494893,1067110,95977942.0521053,21,8.17605037111224,-273.417759935784
2018371118P04,371118P04,371118,0.8222846278,47.1156455426,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,atlantic,16,-0.388667849543818,0.46532963512125,1.18714112294479,-0.0707725908956982,1067110,95977942.0521053,21,8.17605037111224,-273.417759935784
2018371118P05,371118P05,371118,0.8222846278,47.1156455426,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,atlantic,21,-0.468198962101041,0.486987651841464,1.33638592063977,0.034130325393014,1067110,95977942.0521053,21,8.17605037111224,-273.417759935784
2018371118P06,371118P06,371118,0.8222846278,47.1156455426,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,atlantic,18,-0.545723323310599,0.478470781510896,1.45771691821751,0.230076301270658,1067110,95977942.0521053,21,8.17605037111224,-273.417759935784
2018371118P07,371118P07,371118,0.8222846278,47.1156455426,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,atlantic,13,-0.531631885889631,0.720025571987592,1.38228622678416,0.0500236279800814,1067110,95977942.0521053,21,8.17605037111224,-273.417759935784
2018371118P08,371118P08,371118,0.8222846278,47.1156455426,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,atlantic,14,-0.501084245136217,0.742619305384698,1.27509505247447,0.00379865596625574,1067110,95977942.0521053,21,8.17605037111224,-273.417759935784
2018371118P09,371118P09,371118,0.8222846278,47.1156455426,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,atlantic,11,-0.410705886724475,0.460285998346845,1.34299104864319,0.0329727815283132,1067110,95977942.0521053,21,8.17605037111224,-273.417759935784
2018371118P10,371118P10,371118,0.8222846278,47.1156455426,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,atlantic,8,-0.311465076848459,0.42964365582013,1.31644862254061,-0.00459271570228491,1067110,95977942.0521053,21,8.17605037111224,-273.417759935784
2018380101P01,380101P01,380101,5.4070919293,45.6981152045,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,continental,16,-0.162910016606818,-0.211584003125763,0.756015780183167,-0.543067480425221,1095564,95977942.550817,24,7.44630019458724,-273.510678703402
2018380101P02,380101P02,380101,5.4070919293,45.6981152045,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,continental,5,-0.0508676206511694,-0.113724419409799,0.848528451257535,-0.553229119741962,1095564,95977942.550817,24,7.44630019458724,-273.510678703402
2018380101P03,380101P03,380101,5.4070919293,45.6981152045,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,continental,31,-0.160908832173043,-0.182041298507721,0.939691671277912,-0.50831455737537,1095564,95977942.550817,24,7.44630019458724,-273.510678703402
2018380101P04,380101P04,380101,5.4070919293,45.6981152045,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,continental,15,0.246710124255693,0.298836812777912,0.747659599939758,-0.58765859299012,1095564,95977942.550817,24,7.44630019458724,-273.510678703402
2018380101P05,380101P05,380101,5.4070919293,45.6981152045,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,continental,14,-0.199881098342074,-0.00632618483382112,0.650795558798746,-0.458632987760888,1095564,95977942.550817,24,7.44630019458724,-273.510678703402
2018380101P06,380101P06,380101,5.4070919293,45.6981152045,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,continental,12,-0.282126868492375,-0.0871273481403752,0.827937856724154,-0.475333517310643,1095564,95977942.550817,24,7.44630019458724,-273.510678703402
